,text,labels,predictions
2358,What even is there to not agree with though? It's like saying you don't agree with being left handed.,Non_hope_speech,Non_hope_speech
2359,Yeah I never want to come because I dont know how the graveyard workers will react,Non_hope_speech,Non_hope_speech
2360,Yea can’t call out anything because they don’t want actual discussion,Non_hope_speech,Non_hope_speech
2361,@0oDRAGONFIREo0   FOR NOW,Non_hope_speech,Non_hope_speech
2362,It’s only. Controversial to the ones that feel the need to cause a constant scene for supremacy....don’t matter the race,Non_hope_speech,Non_hope_speech
2363,Amen. They don't care about black cops or black babies that are aborted or black on black drive by shootings. Only when a white man accidentally shoots a black person then the news puts it everywhere to get all he black people all riled up and pissed. Someone at CNN and MSNBC knows how to get those ratings up.,Non_hope_speech,Non_hope_speech
2364,Yeah we know and were still happy they ripped the statue down,Non_hope_speech,Non_hope_speech
2365,I love this girl,Non_hope_speech,Non_hope_speech
2366,I don't see white people faking hate crimes.,Non_hope_speech,Non_hope_speech
2367,@Jimmy The Clown everyone stop feeding the troll. Just ignore,Non_hope_speech,Non_hope_speech
2368,@Dad my evidence are the words coming out of her mouth saying we are trained marxists nnfacepalm,Non_hope_speech,Non_hope_speech
2369,how is this an agenda,Non_hope_speech,Non_hope_speech
2370,@Dus Bus are you saying all cops are racist?,Non_hope_speech,Non_hope_speech
2371,The point when one says black lives matter,Non_hope_speech,Non_hope_speech
2372,their just asking to stay alive but that's to much right??,Non_hope_speech,Non_hope_speech
2373,At least the sheriff knows the truth...,Non_hope_speech,Non_hope_speech
2374,TheLegend27 Is Alive you realize you are literally talking to a lgbt Christian,Non_hope_speech,Non_hope_speech
2375,Amazing Worenwu Find my 2nd comment on this video. I think your claim is factually correct,Non_hope_speech,Non_hope_speech
2376,All part of the plan,Non_hope_speech,Non_hope_speech
2377,Al C ... Where is the racism?,Non_hope_speech,Non_hope_speech
2378,Lives matther all ignorants go to work dont live committed  crimes,Non_hope_speech,Non_hope_speech
2379,This is sad how Greedy lefts are,Non_hope_speech,Non_hope_speech
2380,Well said sheriff Clark,Non_hope_speech,Non_hope_speech
2381,@Yvonne Terran at this point -- all live matter white blue pink black,Hope_speech,Hope_speech
2382,Wow....... she is soooooooo real right now!,Non_hope_speech,Non_hope_speech
2383,I imagined Bob the builder,Non_hope_speech,Non_hope_speech
2384,@Troy White and they think about white people???Oo you are stupid,Non_hope_speech,Non_hope_speech
2385,To say that you are more valuable than somebody else because of the amount of melanin in your skin is about as racist as you can get.,Non_hope_speech,Non_hope_speech
2386,Spot on. But the narrative fabricated within the tumblr reality is amusingly horrific making it somewhat entertaining. It's like watching an elderly person fall over. You know it's gonna be bad but you can't help but watch and laugh hysterically.,Non_hope_speech,Non_hope_speech
2387,OK so if you're not christian please tell me why teaching children love and tolerance is bad and liberal propaganda?,Non_hope_speech,Non_hope_speech
2389,There is a problem in this country regarding the number of black men being victimized by the police.   But that doesn't change the fact that every,Non_hope_speech,Non_hope_speech
2390,Never liked playing with Barbies or dress up really tbh. It was something I scarcely remember trying once or twice. All the dolls I got for my birthdays were never opened from their boxes. That or they collected dust in my closet. I always found myself playing with my brother's legos and my animal toys. Or playing outside with my dinosaur figures and collecting rocks and plants. My dad got me a Bob the Builder tool box set and I loved that thing. As I did with the show. I remember seeing those TV ads selling plastic builder/workshop tool sets for boys and always wanting one myself. I would've loved Goldie Blocks if it was around when I was a kid. nnThis video was very inspirational. Intelligent and beautiful woman. Glad she never gave up. Im starting to get into engineering myself,Hope_speech,Hope_speech
2391,so stupid this whole thing ahaha,Non_hope_speech,Non_hope_speech
2392,I think all the pride parade has to do is to get a different organizer one that did not sign their list of demands and they'll be good. unless there's some sort of legal issue I'm not aware of.,Non_hope_speech,Non_hope_speech
2393,@poopman69 I don't think you get what I meant. I'm pretty sure that everyone here is just joking,Non_hope_speech,Non_hope_speech
2394,There seems to bee a committee hidden somewhere behind the curtains that decides what is 'controversial' (=no-no,Non_hope_speech,Non_hope_speech
2395,@Ian Mangham What's yours?,Non_hope_speech,Non_hope_speech
2396,That cop is spitting pure truth.,Non_hope_speech,Non_hope_speech
2397,Mandonna is my favorite artist!,Non_hope_speech,Non_hope_speech
2399,Yes. They can.,Non_hope_speech,Non_hope_speech
2400,Asian isn't a colout but ok lol,Non_hope_speech,Non_hope_speech
2401,Hahahhaha oh my gosh best comment!🤣‍🤣‍,Non_hope_speech,Non_hope_speech
2402,The lesbian thinks she’s a better actor than she is.,Non_hope_speech,Non_hope_speech
2403,when I remember right It's ok to be white was racist now All lives Matter is Racist. My head hurt now,Non_hope_speech,Non_hope_speech
2404,They brainwashed you. You can't change who you are.,Non_hope_speech,Non_hope_speech
2405,very interesting to see the point of view from their prospective,Non_hope_speech,Non_hope_speech
2406,@JD1710a It Does bother me,Non_hope_speech,Non_hope_speech
2407,she has mocked the gays.....you will learn,Non_hope_speech,Non_hope_speech
2408,“Black lives matter” is a racist slogan. Nobody can single out any race and put it against others like that without being called racist.,Non_hope_speech,Non_hope_speech
2409,Like said they did some dumb ass shit,Non_hope_speech,Non_hope_speech
2410,Well she was fighting for us in the mainstream media when no one was,Hope_speech,Hope_speech
2411,I am a Christian,Non_hope_speech,Non_hope_speech
2412,Let's go tear down the pyramids,Non_hope_speech,Non_hope_speech
2414,JUAN WILLIAMS IS A IDIOT,Non_hope_speech,Non_hope_speech
2415,Me ally!! Lol,Non_hope_speech,Non_hope_speech
2416,Mohammed was a white man that owned slaves,Non_hope_speech,Non_hope_speech
2417,Sheriff David Clark is a very intelligent man,Non_hope_speech,Non_hope_speech
2418,I only wish Juan Williams would be removed from FOX. He panders with the best of Democrats.,Non_hope_speech,Non_hope_speech
2419,@TheMighty Derp nnStop trying to convince yourself about the validity of these peoples' actions.nnI dont like this now,Non_hope_speech,Non_hope_speech
2420,This is a awsome minth,Non_hope_speech,Non_hope_speech
2421,Esteban Carrillo nMurder does not require the innocence of the victim.   Murder does not require a racist motivation,Non_hope_speech,Non_hope_speech
2422,Anyone who knows the butt of the day girl is?,Non_hope_speech,Non_hope_speech
2423,Boy Madonna is getting uglier by the day!,Non_hope_speech,Non_hope_speech
2425,Whites lives matter the most.,Non_hope_speech,Non_hope_speech
2426,Whoring for votes! 🤣🤣🤣🤣🤣🤣 Love the Bluntness,Non_hope_speech,Non_hope_speech
2427,@be the light good,Non_hope_speech,Non_hope_speech
2428,@Nibzu of Nibiru nnI'm all OK on that department scooter rat.,Non_hope_speech,Non_hope_speech
2429,Since that's all it is now,Non_hope_speech,Non_hope_speech
2430,I thought Annie was a lesbian 🤣,Non_hope_speech,Non_hope_speech
2431,@TheLegend27 Is Alive  -  Believe what you want,Non_hope_speech,Non_hope_speech
2432,as she ages she becomes more vulnerable and transparent.... <3,Non_hope_speech,Non_hope_speech
2433,You’d think this is from 2020,Non_hope_speech,Non_hope_speech
2434,My life matters.,Non_hope_speech,Non_hope_speech
2435,The same community that discriminates if you dont have the right looks,Non_hope_speech,Non_hope_speech
2436,Its gonna be one those videos isn't it.nso who paid this time Soros or the Rothchilds ?,Non_hope_speech,Non_hope_speech
2437,Bluebird44 yeah guess what! All causes good or bad have bad people... GASP what a shocker!!!,Non_hope_speech,Non_hope_speech
2438,She will always be Madonna! Without her,Non_hope_speech,Non_hope_speech
2439,TheLegend27 Is Alive yeh I guess so but it’s just a stereotypical example and most lesbians go for that kind of style so that’s what I think,Non_hope_speech,Non_hope_speech
2440,White lives matter! Now does anyone think that's racist???,Non_hope_speech,Non_hope_speech
2441,Why do you think people that aren’t black aren’t worth anything?,Non_hope_speech,Non_hope_speech
2442,@Arcane Flame Maybe if they got their heads from out their asses they might see something other than their own Sh**. If by now they dont know what black ppl talking about its because they choose not to know..,Non_hope_speech,Non_hope_speech
2443,I'm in my 3rd year in my CS program at a state uni in California. I'd say it's 90% guys. However,Non_hope_speech,Non_hope_speech
2444,@Ash Waddington she's a girl,Non_hope_speech,Non_hope_speech
2445,that would just be uuhhh...pure mean,Non_hope_speech,Non_hope_speech
2446,Keep wrapping tin foil around your head and they won't get you.,Non_hope_speech,Non_hope_speech
2447,THEY control words and speech. THEY decided what words can be used and how...and when.nTHEY can control their followers to believe saying the sky is blue is racist.nAnd facts show that THEY are 16% of our population.nHow does this happen? Money and media...,Non_hope_speech,Non_hope_speech
2448,Testicle Thief They’re actually more common. They just don’t get any attention like black deaths do.,Non_hope_speech,Non_hope_speech
2449,Charmayne Damsma they did a video with a suicide survivor,Non_hope_speech,Non_hope_speech
2450,@Kit-Kan Family history....a 15 year old girl leaves school and starts work in the early 1960's. Within days she frightened and worried. WHY ? she was asked.  It's the West Indian people at work,Non_hope_speech,Non_hope_speech
2452,This is really sad I have 3 white children and apparently their lives don't matter. Well can I say that they matter to me,Non_hope_speech,Non_hope_speech
2453,@Khaver Paver no such thing as White Priveledge,Non_hope_speech,Non_hope_speech
2454,She is actually I'm her brothers friend and she has a gf lol,Non_hope_speech,Non_hope_speech
2455,All lives matter and everyone must be treated equal,Hope_speech,Hope_speech
2456,Got it backwards donk.,Non_hope_speech,Non_hope_speech
2457,Juan you are a disgrace to the human race,Non_hope_speech,Non_hope_speech
2458,It's now illegal in Australia!!,Non_hope_speech,Non_hope_speech
2459,Tony Timpa never got this attention because he’s white.,Non_hope_speech,Non_hope_speech
2460,it is not an issue of one or the other,Non_hope_speech,Non_hope_speech
2461,Its ignorant to say all lives matter but then say black lives matter is wrong. Think about it.,Non_hope_speech,Non_hope_speech
2462,Jack Parsons I meant to say being gunned by cops everyday.,Non_hope_speech,Non_hope_speech
2463,The dislikes are the police,Non_hope_speech,Non_hope_speech
2464,@Sam Osler she's correct look harder,Non_hope_speech,Non_hope_speech
2465,Meh. All Lives Splatter. My bumper doesn't discriminate when you're blocking traffic and causing distress.,Non_hope_speech,Non_hope_speech
2467,One white man make those three black men fight,Non_hope_speech,Non_hope_speech
2468,Randall Sims No one is arguing that! So does Black Lives Matter?,Non_hope_speech,Non_hope_speech
2469,A Friendly Gemini I’m sorry if you don’t understand but let me just explain. Saying all lives matter is taking away from what the problem is. Here’s an example. Let’s say there is five kids one kid falls and hurts his leg and wants a bandaids. He gets one. Why give the other kids bandaids if they don’t need it. We are saying WE GETTING KILLED. We’re saying we’re that kid that fell and hurt his leg. We are saying it takes away from us. So I hoped this help you understand why we feel that saying all lives matter is disrespectful.,Non_hope_speech,Non_hope_speech
2470,@Molly Cone uh,Non_hope_speech,Non_hope_speech
2471,@Lumen I'm sorry for any bad experiences you may have had with people professing to be Christians. Sometimes people say they are but don't represent Jesus's teachings very well.nnAnyway,Non_hope_speech,Non_hope_speech
2472,SHOOT THEM ALL,Non_hope_speech,Non_hope_speech
2473,Larry elder and sheriff are true Americans,Non_hope_speech,Non_hope_speech
2474,@rgw1380rw maybe I'll hire some.,Non_hope_speech,Non_hope_speech
2475,Hats off to Sheriff David Clarke! It is the Democrats who have enslaved the black community with a benefits cheque so effectively buying their votes with public money. Social security was designed to be a safety net not a hammock that has become a lifestyle as this clear thinking Sheriff points out.,Non_hope_speech,Non_hope_speech
2476,Just a friendly reminder that ALL LIVES MATTER,Non_hope_speech,Non_hope_speech
2477,Why should we apologies to the black people that snipes the cops or ruin today's music,Non_hope_speech,Non_hope_speech
2478,Cindy Lauper didn’t do quarter a half of what Madonna did,Non_hope_speech,Non_hope_speech
2479,Well no one cares because they dont call themselves viCtiMS,Non_hope_speech,Non_hope_speech
2480,And again this is relevant,Non_hope_speech,Non_hope_speech
2481,@troyissmexy Why does the message have to be implicit? When you're selling a message to the masses,Non_hope_speech,Non_hope_speech
2482,@Poseidon where did you get this false information?,Non_hope_speech,Non_hope_speech
2483,@Dangus I don't know about the situation in the US but in Australia protests are being organised by the Socialist Alliance,Non_hope_speech,Non_hope_speech
2484,@Nibzu of Nibiru oh okay. So what happened to your brain to be like one of the FREAKS in the video?,Non_hope_speech,Non_hope_speech
2485,Jessica Walker Yeah,Non_hope_speech,Non_hope_speech
2486,@ravioli ravioli wow wats her @ on insta?,Non_hope_speech,Non_hope_speech
2487,I need to watch stargate sg1 again.,Non_hope_speech,Non_hope_speech
2488,I don’t support the group but I support black lives not black lives matter cause what I feel like is they matter more,Non_hope_speech,Non_hope_speech
2489,This is overkill..sorry but punish the cops not the entire coyntry.All cops that break the law and think they're above the law..go to jail for the crime you've committed..just like every other person!!,Non_hope_speech,Non_hope_speech
2490,More than 18 million people,Non_hope_speech,Non_hope_speech
2491,@LamBeau Leeper 240 years of free labor. The Irony!!!!,Non_hope_speech,Non_hope_speech
2492,The end is near.,Non_hope_speech,Non_hope_speech
2493,@Billy Kersh HE WOULD  TAKE 10 EXTRAS AND A GUN,Non_hope_speech,Non_hope_speech
2494,Cats999 u might not think it but it does discredit it and also the only reason yall have a problem is it is because it’s meant for black ppl and that the blm movement is the biggest movement for impowring a race out. black ppl who were forced to come to america and then left with no rights now we gettin killed or racially discriminated cause our skin so b4 u say sum black lives matter was and is meant to impower black lives and at its early stages it was only black ppl and other skin colors used it to one another. ur actin like there arent movements for other races between their community,Non_hope_speech,Non_hope_speech
2495,There's a comment just like this above this..,Non_hope_speech,Non_hope_speech
2496,demon....her teeth are horrible,Non_hope_speech,Non_hope_speech
2498,Couldnt agree more all lives matter but as a white person we only allowed to say blm if not we are rasist in fact the very statement of only saying blm is racist we should be united and say alm,Non_hope_speech,Non_hope_speech
2499,Everyone is bullying the girl who didint agree with him,Non_hope_speech,Non_hope_speech
2500,Arie the Aries her voice and jeans,Non_hope_speech,Non_hope_speech
2501,male butts or riot,Non_hope_speech,Non_hope_speech
2502,How about bringing down African statues since Africans enslaved millions of whites during Barbary Slave Trade.,Non_hope_speech,Non_hope_speech
2503,all lives don’t matter then.,Non_hope_speech,Non_hope_speech
2504,Ashxr there’s a difference between disagree and hate.,Non_hope_speech,Non_hope_speech
2505,@GTC D'you think?,Non_hope_speech,Non_hope_speech
2506,@***** so lets deliberatly keep 50% of the population intellectually stunted,Non_hope_speech,Non_hope_speech
2507,They showed the pigs in a blanket in this protest. In 2020 it's that amazing.,Non_hope_speech,Non_hope_speech
2508,Nah minority few soon get bored . No one going to allow this criminal brutality to go on . We will fight back!,Non_hope_speech,Non_hope_speech
2509,Some things are worth the risk,Non_hope_speech,Non_hope_speech
2510,+Ancient Soul yes I was talking about cops. We've strayed from the point because you're an idiot. This is my last reply seeing as you're a Moron and I'm getting a headache and I have better things to. Have a nice life and go Fuck yourself n,Non_hope_speech,Non_hope_speech
2511,@Mighty Conker r u a vegan,Non_hope_speech,Non_hope_speech
2512,@Ankan Maiti  We're trying to send her to Pakistan for divorce court there.,Non_hope_speech,Non_hope_speech
2513,God bless you Sheriff David Clarke. It's people like you who give me hope for my future.,Non_hope_speech,Non_hope_speech
2514,All lives matter includes black lives,Hope_speech,Hope_speech
2515,Youth are always ungrateful and self absorbed. Hard to survive without beung that way.,Non_hope_speech,Non_hope_speech
2516,@Gregory Smith more than that,Non_hope_speech,Non_hope_speech
2517,Don't listen to the trolls,Non_hope_speech,Non_hope_speech
2518,crystal our knowledgeable qween,Non_hope_speech,Non_hope_speech
2519,Identity politics is a mental illness,Non_hope_speech,Non_hope_speech
2520,No captions? Well i guess i cant watch.... it is hard for those with hearing problem like me to understand....,Non_hope_speech,Non_hope_speech
2521,Of course all lives matter. The ones who are against this are the real racist individuals. ALL LIVES MATTER!! Not only white nor black... every single live matters... ALL LIVES MATTER!! Saying BLM is fighting racism with racism... ALL LIVES MATTER!!,Hope_speech,Hope_speech
2522,This is a Michael Jackson costume.,Non_hope_speech,Non_hope_speech
2523,Just another stupid racist,Non_hope_speech,Non_hope_speech
2524,This video is really just pointless...,Non_hope_speech,Non_hope_speech
2525,@Fate Kyougo Yes! I felt bad growing up because I didn't have a passion in the way it is marketed. It doesn't help the kids who have that marketed passion anyways- they think they're interested in quantum mechanics,Non_hope_speech,Non_hope_speech
2526,The oppressed will become the oppressor and then white lives will matter. Equilibrium is only achieved for brief moments before things fall the other way,Non_hope_speech,Non_hope_speech
2527,@MZhris Don't think so. I saw a group of BLM protesters joining hands and protecting a Target store from getting looted. There are genuine guys may be 5%.,Non_hope_speech,Non_hope_speech
2528,Should we tell them about the past popes...,Non_hope_speech,Non_hope_speech
2529,Love the sheriff,Non_hope_speech,Non_hope_speech
2530,@Johnny K All lives matters. Drugs n other crimes are dangerous but racism is more dangerous.,Non_hope_speech,Non_hope_speech
2531,provocateur I have absolutely no defense,Non_hope_speech,Non_hope_speech
2533,Read the Declaration of Independence United States of America,Non_hope_speech,Non_hope_speech
2534,I love this cop,Non_hope_speech,Non_hope_speech
2535,The Banana guess we’ll kill the cops that talked people out of suicide....,Non_hope_speech,Non_hope_speech
2536,@Morgan Taylor Proof?,Non_hope_speech,Non_hope_speech
2537,The media on the right are racist.,Non_hope_speech,Non_hope_speech
2538,flesh bongosnSomebody get that in the dictionary,Non_hope_speech,Non_hope_speech
2540,I have a question why do people root for a black man that died by an officer when the same thing happened in 2017 by a white man but we roit for a black man just because he’s black?,Non_hope_speech,Non_hope_speech
2541,When she said we are changing the world my first thought is in a bad way,Non_hope_speech,Non_hope_speech
2542,BBC Censored what the hell dose women’s right have to do with any of this you’re just making excuses,Non_hope_speech,Non_hope_speech
2543,Briton Kirkland you probably won’t get an answer from him. They’re one liners. Say something they hear on CNN and don’t reply back because there’s 0 factual evidence to back up their claims,Non_hope_speech,Non_hope_speech
2544,Why did people dislike this?T-T,Non_hope_speech,Non_hope_speech
2545,First you build the machine second you know what it is his use... i call it reversed engineering....,Non_hope_speech,Non_hope_speech
2546,But it's an actual academic term.,Non_hope_speech,Non_hope_speech
2547,@Laci Rae by 'those' you mean people who commit crimes and get arrested by cops,Non_hope_speech,Non_hope_speech
2548,Martin Looter King.,Non_hope_speech,Non_hope_speech
2549,It has been about 50 years since segregation ended in the U.S. And black people have not bounced back. And it's no surprise. In his works,Non_hope_speech,Non_hope_speech
2550,Every life matters.,Hope_speech,Hope_speech
2551,She's a living legend. She changed the world. Madonna u are my life!,Hope_speech,Hope_speech
2552,@Aziyah Charles its a sentence,Non_hope_speech,Non_hope_speech
2553,Black lives matter is just another racist organization where it all is about race and the color of your skin and blaming all other non black people. There is not any difference between this organization and KKK.,Non_hope_speech,Non_hope_speech
2554,Randy Snyder Randy Snyder I will point it out.  An African or “other” sounding name read on a resume is less likely to get an interview (and people shouldn’t have to change their names to appease white culture - especially knowing America gained its foundational wealth on the backs of slaves),Non_hope_speech,Non_hope_speech
2555,I live in Europe and I can't stop crying about this. Every news is shocking to me. I wish love to all fighting for the truth and I hope that we all manage to get along with each other one day.,Non_hope_speech,Non_hope_speech
2556,I agree fully! it bothers me when a little boy can't even hold a doll because that's a toy for girls!. play with toy guns instead!. I don't think toys have any gender,Hope_speech,Hope_speech
2557,Aaaaa ikr?? Why arent any of the other comments about how kind and wonderful this man is??,Non_hope_speech,Non_hope_speech
2558,@TheCounterpointer FUCKING MORON,Non_hope_speech,Non_hope_speech
2559,@stargirl  its not that white people are privileged its that black people are under-privileged,Non_hope_speech,Non_hope_speech
2560,@MILO WOLFE Please explain how black people are opressed here?,Non_hope_speech,Non_hope_speech
2561,It's not funny at all.,Non_hope_speech,Non_hope_speech
2562,Ming Tian Black protestors supported “Yellow Peril” in the 60s. A quote regarding The Black Panthers,Non_hope_speech,Non_hope_speech
2563,Black Lives Matter' has an implicit also at the end. Black lives matter also. Because black lives are not being treated like they matter... Like if you didn't get any ice cream,Non_hope_speech,Non_hope_speech
2564,@Tyrone Marcus hahaha,Non_hope_speech,Non_hope_speech
2565,How about ‘Innocent Lives Matter’?,Non_hope_speech,Non_hope_speech
2566,Okay everyone’s so focused on her wording of She doesn’t agree with it but to me when you listen to everything else she says after that it sounds like she’s saying that she doesn’t see herself as being about to be homosexual but that she doesn’t mind that other people are homosexual and that she’ll love and respect them regardless,Hope_speech,Hope_speech
2567,And we will tear down Mandela statues,Non_hope_speech,Non_hope_speech
2568,edgy music and memes,Non_hope_speech,Non_hope_speech
2569,@Roy Blevins ok good. White lives matter,Non_hope_speech,Non_hope_speech
2570,99% is a huge number mate,Non_hope_speech,Non_hope_speech
2571,I'm sorry but I can't respect a person who think homosexuality is wrong. I just can't.,Hope_speech,Hope_speech
2572,@PepeThePoopyPants That's OK,Non_hope_speech,Non_hope_speech
2573,And you know that for a fact ?,Non_hope_speech,Non_hope_speech
2574,Wait the girl that does not believe in homosexuality is straight????nThis is my take on life... if you’re not hurting yourself or others,Non_hope_speech,Non_hope_speech
2575,Claire F. But then you would be a liar,Non_hope_speech,Non_hope_speech
2576,aneesh89 nHer facts were right!nShe said ‘slave owner’!! Or does that make him a slightly better person having only ‘owned’ rather than ‘traded’ slaves!,Non_hope_speech,Non_hope_speech
2578,No matter how much we're going to change,Non_hope_speech,Non_hope_speech
2579,When someone says „black lives matter“ that sounds so racist,Non_hope_speech,Non_hope_speech
2580,Barry Benson in some states but not all,Non_hope_speech,Non_hope_speech
2581,They could’ve just put a 2 at the end and it wouldn’t sound so bad.. BLM2,Non_hope_speech,Non_hope_speech
2582,LmaonUk police forces are sooooo weak its pathetic.nThey done absolutely nothing,Non_hope_speech,Non_hope_speech
2583,Nice one guys! What a great man.  Crystal is so grown up now.,Non_hope_speech,Non_hope_speech
2584,why didn't they just name it 'life matters? its not like asians are getting respected either,Non_hope_speech,Non_hope_speech
2585,PATTYY L of course you can but it makes you ignorant and closed minded ^^,Non_hope_speech,Non_hope_speech
2586,According to Obama Hilary and sanders their lives matter because their guards can carry around guns but normal citizens aren't allowed to defend themselves. Do not vote democrat. Vote for trump he won't take part in this race baiting and siding with thugs,Non_hope_speech,Non_hope_speech
2587,@Donnie Inzodda II No I have hated Trump since he called the NFL Players mothers bitches to please a audience of Mississippi bigots.,Non_hope_speech,Non_hope_speech
2588,Thank u Madonna I've loved since I was a kid,Non_hope_speech,Non_hope_speech
2589,As much as i hate leftists and rioters,Non_hope_speech,Non_hope_speech
2590,@An Deo Answer me two questions,Non_hope_speech,Non_hope_speech
2591,@GhostMan407 BLM is Buffoonery!! .. a disgrace to the Black race!!n,Non_hope_speech,Non_hope_speech
2592,I don't agree with green eyes at all,Non_hope_speech,Non_hope_speech
2593,IDIOTS LIFE MATTERS. Idiots Leadership for democrazy change! Idiotic nequality for everyone! Fire police,Non_hope_speech,Non_hope_speech
2594,Americans in general are not very interested in STEM fields.,Non_hope_speech,Non_hope_speech
2595,Yea ! Haile Selassie I. is still the first and will forever be ! Greetings from the BRD !,Non_hope_speech,Non_hope_speech
2596,THEY HATE ENGLAND'nBut not the FREEBIES     Housing - Schools - NHS - Benefits  etc etc etc  of course,Non_hope_speech,Non_hope_speech
2597,I know this is stereotyping,Non_hope_speech,Non_hope_speech
2598,We have royaly fucked up with this year,Non_hope_speech,Non_hope_speech
2599,I would love to sit and have a conversation with her.,Non_hope_speech,Non_hope_speech
2600,@Kathryn Thomson that doesn't make it not a sin though....,Non_hope_speech,Non_hope_speech
2601,>gets beaten with a biblen>forced to do manual labourn>forcefully starvednnwhich one did you feel the worst about?nnthe lonelinessnn,Non_hope_speech,Non_hope_speech
2602,Obviously the little girl had told him she loved Dr. Who at another part in their conversation. They edit these down. Im sure you know they aren't showing you the full interactions. You can easily tell by how she responds when he says this.,Non_hope_speech,Non_hope_speech
2603,@Troy White nRacist much??? Hate people because of the color of their skin much? Duuuuuhhhh!,Non_hope_speech,Non_hope_speech
2604,Boogaloo July 4th PLANDEMIC.,Non_hope_speech,Non_hope_speech
2605,I CAME OUT TO MY PARENTS and they say they support me but oH no sis,Non_hope_speech,Non_hope_speech
2606,thank u i needed this so much,Non_hope_speech,Non_hope_speech
2607,Blm are basically terrorists. And I won't be forced to apologise for saying it.,Non_hope_speech,Non_hope_speech
2608,screaming with laughter,Non_hope_speech,Non_hope_speech
2609,Juan Williams life don't matter one iota.He isn't even human. He's a failed lab experiment. A freak.,Non_hope_speech,Non_hope_speech
2610,Alan Bstrd in your opinion,Non_hope_speech,Non_hope_speech
2611,@Elim Kwok what are u said maybe 10% i agreed,Non_hope_speech,Non_hope_speech
2612,She's gonna bomb the capitol so don't get on her bad side.,Non_hope_speech,Non_hope_speech
2613,@Dangus white ppl dont live with fear of the police,Non_hope_speech,Non_hope_speech
2614,Andrew Stewart I said the video was from 2015.  I never said I supported Hillary.,Non_hope_speech,Non_hope_speech
2615,Lol really? She sounds either nervous or like she'd been crying. She's sounded perfectly normal in every other recent interview.,Non_hope_speech,Non_hope_speech
2616,#early I love your videos!!,Non_hope_speech,Non_hope_speech
2617,Ironically nearly all the protesters are young and have had the most liberal life and upbringing on the planet  A few days work may change their attirude.,Non_hope_speech,Non_hope_speech
2618,should have taken it to the scrap yard gotta be 500kg of bronze.,Non_hope_speech,Non_hope_speech
2619,Major Tom nnI’m not sure I would ever be able to “make peace” with such people even if I did take a pill that changed some aspect of my personality for their sake. There’s something fundamentally flawed about those people that runs deeper than just this one opinion about one thing. It’s likely the same logic they use to find homosexuality problematic is also running in the background of other judgements they make. It seems to me like the best solution is to bring them to some kind of change or new understanding of the world rather than changing a more superficial feature of other people to appease them. I think that actually moves everyone in the right direction.,Non_hope_speech,Non_hope_speech
2620,Because she is often vulgar,Non_hope_speech,Non_hope_speech
2621,I thought this was going to say therapist not therapy survivor and I cringed so much,Non_hope_speech,Non_hope_speech
2622,@Molly Cone  molly....where is your proof? 🤣🤣🤣🤣,Non_hope_speech,Non_hope_speech
2623,Like right now but people  dont understand that because we dont know where the present begins because its measured by a hairline thin line on a clock and we hold hate towards painful pasts,Non_hope_speech,Non_hope_speech
2624,@Ed Jessup Yes,Non_hope_speech,Non_hope_speech
2625,He died by a police brutality( Even tho he shouldn't) and people accused the case is the case of racism because the police is white,Non_hope_speech,Non_hope_speech
2626,They are aleady preaching this at gunpoint right now. They want a black communist country....and thats what this has been about from the very beginning. What do you think BLM is doing with all the money donated to them? Giving it to poor black children for a better education. They  don't give a fuck about shit...they don't care who dies for their cause,Non_hope_speech,Non_hope_speech
2627,They tossed it in the harbor where it belongs,Non_hope_speech,Non_hope_speech
2628,oilcube bottle Ik just don’t say All lives matter,Non_hope_speech,Non_hope_speech
2629,Bbm add#11 ok 1. that came out of nowhere and 2. babies aren’t the same thing as fetuses,Non_hope_speech,Non_hope_speech
2630,@brandonshmandon Pretty sure a lot of it was also due to lockdown protests in the US. Most of the BLM protests are done with a mask one although not everyone keeps distance,Non_hope_speech,Non_hope_speech
2632,@Skechy Yeti if someone is subjected to that level of mental and physical amd trauma than the term survivor is warrented. if its applicable to other things as well that shouldnt affect it. people have died as a result of conversion therapy and those who have survived it often deal with ptsd which is very difficult to live with,Non_hope_speech,Non_hope_speech
2633,people who are looting are using BLM as a reason to lot. they are opportunists. BLM protests started off as peaceful but police started to teargas and brutalized peaceful protesters.,Non_hope_speech,Non_hope_speech
2634,I didn't come out of the closet. My mum walked in by accident,Non_hope_speech,Non_hope_speech
2635,Sunshine littlephilly There is this comment I read not too long ago sayingn- It’s okay to say “I can’t do this because of my religion” nit’s not okay to say “you can’t do this because of my religion”,Non_hope_speech,Non_hope_speech
2636,BLM refused to engage with me when I grilled them on the All Lives Matter. More,Non_hope_speech,Non_hope_speech
2637,So my life doesn't matter. Bruh christianity is so overrated,Non_hope_speech,Non_hope_speech
2638,Condemned by who? Passive voice is so handy for propagandists.,Non_hope_speech,Non_hope_speech
2639,Crystal is such a smart and caring child.,Non_hope_speech,Non_hope_speech
2640,What I like the most about the Black Lives Matter logo is that it is a LEFT fist and the LEFT fist is a symbol for SOCIALISM. Bring it on baby...,Non_hope_speech,Non_hope_speech
2642,I like how they threw the statue in the river.,Non_hope_speech,Non_hope_speech
2643,We latinos are fairly represented at the local bars and pubs and even the local jailhouse...just go out and see for yourself. All jokes aside,Non_hope_speech,Non_hope_speech
